timestamp,strategy,zone_type,zone_price,trend,reason
2025-09-27T00:56:00.300611,aggressive,demand,69443.7,downtrend,score below threshold (FAST)
2025-09-27T00:56:00.316470,aggressive,supply,70046.15,downtrend,score below threshold (FAST)
2025-09-27T00:57:00.305556,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T00:57:00.321330,aggressive,demand,69443.7,downtrend,score below threshold (FAST)
2025-09-27T00:57:00.326727,aggressive,supply,70046.15,downtrend,score below threshold (FAST)
2025-09-27T00:58:00.344069,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T00:59:00.333547,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:00:00.355480,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:01:00.323444,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:02:00.362854,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:03:00.401883,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:04:00.339542,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:05:00.344937,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:05:00.350338,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:06:00.305391,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:07:00.416543,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:08:00.332191,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:09:00.401487,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:10:00.293599,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:11:00.299743,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:12:00.385856,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:12:00.385856,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:13:00.384967,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:13:00.384967,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:13:00.391718,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:14:00.398279,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:14:00.398279,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:14:00.407410,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:15:00.352238,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:15:00.352238,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:16:00.343705,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:16:00.355399,aggressive,demand,69416.39,downtrend,score below threshold (FAST)
2025-09-27T01:16:00.355399,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:17:00.364652,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:17:00.364652,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:18:00.352357,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:19:00.341539,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:20:00.331172,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:21:00.287167,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:22:00.277585,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:23:00.376371,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:24:00.351671,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:25:00.405321,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:26:00.297749,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:27:00.289429,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:28:00.300804,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:29:00.591087,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:29:00.591087,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:30:00.353555,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:30:00.369538,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:30:00.374547,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:31:00.347422,trend_follow,demand,69386.01,downtrend,trend mismatch
2025-09-27T01:31:00.347422,aggressive,demand,69075.62,downtrend,score below threshold (FAST)
2025-09-27T01:31:00.353686,aggressive,supply,69811.36,downtrend,score below threshold (FAST)
2025-09-27T01:32:00.331655,trend_follow,demand,69386.01,downtrend,trend mismatch
